,Employee_ID,Name,email,gender,Department,Education level,Date Hired,Still Employed,Work-Life Balance Score,Absenteeism Rate,Performance Review Score,Training Courses Attended,Current Salary,Benefits,Source of Hire,Starting Salary,Salary Growth (%),Promoted,reason_for_leaving,last_day_of_employment,root_cause_leaving,turnover_type,Performance_group
781,782,Benedikt de Guerre,bdelp@sphinn.com,Male,Sales,PhD,2010-08-11,True,1,Moderate,Unsatisfactory,Digital Marketing Strategies,97599.23,gym membership,Employee referral,65000,50.15266153846153,Yes,,,,,Low
782,783,Talbert Stannislawski,tstannislawskilq@msu.edu,Male,Marketing,Associate's Degree,1993-09-18,True,3,Moderate,Average,Leadership Development Program,140737.37,401k matching,Recruiter,85000,65.57337647058823,No,,,,,Meet Expectation
783,784,Belvia Edlyne,bedlynelr@nps.gov,Female,Support,Bachelor's Degree,1990-09-05,True,1,High,Superior,Advanced Excel Techniques,117842.19,performance bonuses,Job board,60000,96.40365,No,,,,,High
784,785,Kristos Fearnall,kfearnallls@go.com,Male,Accounting,Associate's Degree,2023-04-08,True,5,High,Excellent,Customer Service Excellence,147598.3,free snacks,Recruiter,95000,55.36663157894736,No,,,,,High
785,786,Horacio Vlasov,hvlasovlt@ow.ly,Male,Training,Associate's Degree,1991-07-30,True,4,Low,Excellent,Digital Marketing Strategies,57137.82,professional development opportunities,Employee referral,60000,-4.770300000000001,Yes,,,,,High
786,787,Ruy Tearle,rtearlelu@cdbaby.com,Male,Support,Professional Degree,2004-04-29,True,2,Low,Unsatisfactory,Cybersecurity Basics,94575.42,performance bonuses,Social media,60000,57.6257,No,,,,,Low
787,788,Ilsa Finker,ifinkerlv@tuttocitta.it,Female,Engineering,High School Diploma,2015-12-13,False,5,Moderate,Good,Effective Communication Skills,108587.25,remote work option,Social media,95000,14.30236842105263,Yes,Retirement,2024-03-06,Natural Attrition,Voluntary,Meet Expectation
788,789,Freedman Poynton,fpoyntonlw@huffingtonpost.com,Male,Legal,Associate's Degree,1985-06-25,False,3,Low,Below Expectations,Digital Marketing Strategies,95471.32,401k matching,Job board,55000,73.5842181818182,Yes,Lack of growth opportunities,2003-02-21,Career & Compensation,Voluntary,Low
789,790,Osborn Guillford,oguillfordlx@ftc.gov,Male,Product Management,Associate's Degree,2023-04-09,True,5,High,Average,Advanced Excel Techniques,129260.46,professional development opportunities,Job board,75000,72.34728000000001,No,,,,,Meet Expectation
790,791,Tedman Caddie,tcaddiely@yandex.ru,Male,Sales,PhD,2005-05-23,True,2,Low,Excellent,Digital Marketing Strategies,132372.19,gym membership,Job board,65000,103.6495230769231,No,,,,,High
791,792,Chaddy Kynder,ckynderlz@cnet.com,Male,Training,Associate's Degree,2003-12-03,True,5,Moderate,Below Expectations,Effective Communication Skills,98088.12,401k matching,Social media,60000,63.4802,Yes,,,,,Low
792,793,Sybyl Brushneen,sbrushneenm0@amazonaws.com,Female,Accounting,Bachelor's Degree,2016-06-23,False,1,Moderate,Below Expectations,Cybersecurity Basics,88691.3,401k matching,Job board,80000,10.864125,No,Lack of growth opportunities,2020-01-20,Career & Compensation,Voluntary,Low
793,794,Steffie Brumby,sbrumbym1@slashdot.org,Female,Services,Bachelor's Degree,1996-07-12,True,3,High,Excellent,Cybersecurity Basics,42437.75,paid time off,Social media,55000,-22.84045454545454,No,,,,,High
794,795,Keen Merrilees,kmerrileesm2@house.gov,Male,Research and Development,High School Diploma,2013-05-19,True,3,Moderate,Superior,Cybersecurity Basics,142684.75,free snacks,Job board,55000,159.4268181818182,Yes,,,,,High
795,796,Corrie Mugglestone,cmugglestonem3@skype.com,Male,Marketing,Master's Degree,2011-01-26,True,1,High,Outstanding,Digital Marketing Strategies,108533.1,remote work option,Recruiter,85000,27.686,Yes,,,,,High
796,797,Floyd Jeanel,fjeanelm4@house.gov,Male,Accounting,Professional Degree,2003-07-04,False,3,Moderate,Superior,Cybersecurity Basics,118772.88,company car,Job board,50000,137.54576,Yes,Lack of growth opportunities,2023-09-16,Career & Compensation,Voluntary,High
797,798,Rossie Skottle,rskottlem5@census.gov,Male,Accounting,PhD,1991-01-11,True,4,Low,Needs Improvement,Introduction to Data Science,82005.1,paid time off,Job board,60000,36.67516666666668,Yes,,,,,Low
798,799,Hendrik Simla,hsimlam6@yellowbook.com,Male,Engineering,Associate's Degree,2017-12-06,True,4,Moderate,Good,Customer Service Excellence,131578.78,401k matching,Job board,75000,75.43837333333333,Yes,,,,,Meet Expectation
799,800,Suzanne Delves,sdelvesm7@e-recht24.de,Female,Support,Professional Degree,1994-05-22,True,3,Moderate,Superior,Effective Communication Skills,128200.86,gym membership,Recruiter,70000,83.14408571428572,No,,,,,High
800,801,Lew Skpsey,lskpseym8@utexas.edu,Male,Engineering,Bachelor's Degree,2017-01-07,True,1,Low,Good,Project Management Fundamentals,79390.8,gym membership,Company website,75000,5.854400000000004,No,,,,,Meet Expectation
801,802,Karlis Dorward,kdorwardm9@intel.com,Male,Engineering,PhD,2013-07-05,True,3,Low,Unsatisfactory,Project Management Fundamentals,113054.33,company car,Social media,75000,50.73910666666666,No,,,,,Low
802,803,Lawry Lagde,llagdema@ameblo.jp,Male,Training,Master's Degree,2005-07-13,True,5,Low,Good,Customer Service Excellence,55505.89,gym membership,Recruiter,80000,-30.6176375,Yes,,,,,Meet Expectation
803,804,Dion Jeavons,djeavonsmb@squarespace.com,Female,Legal,High School Diploma,2014-11-23,True,4,High,Outstanding,Advanced Excel Techniques,46310.71,performance bonuses,Employee referral,60000,-22.81548333333333,No,,,,,High
804,805,Steffie Pursehouse,spursehousemc@google.co.jp,Female,Support,Professional Degree,2022-12-31,True,2,High,Excellent,Project Management Fundamentals,49931.07,flexible work hours,Recruiter,55000,-9.216236363636364,No,,,,,High
805,806,Jamie Polleye,jpolleyemd@xing.com,Male,Marketing,Associate's Degree,2019-09-03,True,1,Moderate,Average,Advanced Excel Techniques,145908.92,company car,Social media,55000,165.2889454545455,No,,,,,Meet Expectation
806,807,Petey Brehat,pbrehatme@de.vu,Male,Business Development,Professional Degree,2018-05-18,True,4,Low,Average,Project Management Fundamentals,103371.32,remote work option,Social media,70000,47.6733142857143,No,,,,,Meet Expectation
807,808,Torre Buddock,tbuddockmf@theguardian.com,Male,Support,Associate's Degree,1985-05-02,False,1,High,Exceptional,Introduction to Data Science,107166.43,401k matching,Employee referral,55000,94.84805454545452,No,Personal reasons,2006-07-29,Personal - Life Events,Voluntary,High
808,809,Delmer Reddel,dreddelmg@slideshare.net,Male,Research and Development,Professional Degree,1999-04-10,False,5,Moderate,Needs Improvement,Leadership Development Program,100665.74,free snacks,Company website,95000,5.963936842105269,No,Retirement,2006-09-22,Natural Attrition,Voluntary,Low
809,810,Alyssa Hawksley,ahawksleymh@wired.com,Female,Sales,Professional Degree,2000-06-16,False,1,Low,Exceptional,Cybersecurity Basics,146533.01,free snacks,Social media,55000,166.4236545454546,No,Contract ended,2001-10-21,Contract Expiration,Involuntary,High
810,811,Dicky Jozaitis,djozaitismi@sina.com.cn,Male,Research and Development,Associate's Degree,1997-09-14,True,5,High,Unsatisfactory,Customer Service Excellence,113155.92,health insurance,Social media,90000,25.7288,No,,,,,Low
811,812,Remus Shitliffe,rshitliffemj@blinklist.com,Male,Human Resources,Professional Degree,1987-04-29,False,1,Moderate,Outstanding,Customer Service Excellence,57426.08,company car,Social media,85000,-32.43990588235294,Yes,Career change,2011-12-01,Career & Compensation,Voluntary,High
812,813,Phineas Adkins,padkinsmk@adobe.com,Male,Accounting,Professional Degree,2000-09-10,False,1,Moderate,Outstanding,Leadership Development Program,60676.77,remote work option,Social media,65000,-6.651123076923082,Yes,Company downsizing,2016-10-05,Organizational Restructuring,Involuntary,High
813,814,Daphene Antognelli,dantognelliml@wufoo.com,Female,Product Management,Professional Degree,2004-04-06,False,5,High,Exceptional,Digital Marketing Strategies,110164.09,free snacks,Job board,80000,37.70511249999999,No,Relocation,2013-09-24,Personal - Life Events,Voluntary,High
814,815,Ulrich Roper,uropermm@canalblog.com,Male,Human Resources,High School Diploma,2023-04-18,True,2,Moderate,Outstanding,Public Speaking Mastery,54922.16,remote work option,Company website,90000,-38.97537777777777,Yes,,,,,High
815,816,Tabbi Trillow,ttrillowmn@yellowbook.com,Female,Support,Associate's Degree,1992-04-15,True,2,Moderate,Average,Introduction to Data Science,103602.6,performance bonuses,Recruiter,60000,72.671,No,,,,,Meet Expectation
816,817,Gwynne Lideard,glideardmo@archive.org,Female,Marketing,Associate's Degree,2020-01-02,True,2,Low,Satisfactory,Leadership Development Program,149944.21,remote work option,Employee referral,65000,130.6834,Yes,,,,,Meet Expectation
817,818,Erich Hackworthy,ehackworthymp@bravesites.com,Male,Research and Development,PhD,2018-08-06,True,3,Low,Good,Digital Marketing Strategies,65957.55,flexible work hours,Recruiter,70000,-5.774928571428567,No,,,,,Meet Expectation
818,819,Rick Balthasar,rbalthasarmq@skyrock.com,Male,Accounting,High School Diploma,2001-12-18,True,5,Low,Below Expectations,Negotiation Skills Workshop,82306.75,free snacks,Job board,70000,17.58107142857143,Yes,,,,,Low
819,820,Glendon Woffinden,gwoffindenmr@pen.io,Male,Human Resources,Bachelor's Degree,2002-03-26,True,4,Low,Outstanding,Negotiation Skills Workshop,52477.08,flexible work hours,Company website,90000,-41.69213333333333,No,,,,,High
820,821,Ave Oury,aouryms@printfriendly.com,Male,Sales,Associate's Degree,1990-10-23,False,2,High,Needs Improvement,Customer Service Excellence,66863.25,paid time off,Recruiter,65000,2.866538461538461,Yes,Family commitments,2011-09-18,Personal - Life Events,Voluntary,Low
821,822,Felipa O'Neary,fonearymt@nps.gov,Female,Training,Associate's Degree,1983-06-24,False,5,High,Satisfactory,Customer Service Excellence,79492.95,health insurance,Job board,85000,-6.47888235294118,No,Found a better opportunity,2011-07-28,Career & Compensation,Voluntary,Meet Expectation
822,823,Van Fittall,vfittallmu@hc360.com,Female,Training,Bachelor's Degree,1993-12-26,True,2,High,Unsatisfactory,Cybersecurity Basics,147495.14,remote work option,Employee referral,90000,63.88348888888891,No,,,,,Low
823,824,Nelson Tills,ntillsmv@yahoo.com,Male,Sales,PhD,1995-09-01,True,3,Moderate,Outstanding,Negotiation Skills Workshop,59477.88,remote work option,Company website,70000,-15.0316,No,,,,,High
824,825,Hartwell Gockelen,hgockelenmw@addtoany.com,Male,Product Management,Associate's Degree,2011-11-28,True,2,Moderate,Superior,Advanced Excel Techniques,132247.71,gym membership,Social media,80000,65.3096375,Yes,,,,,High
825,826,Karrie Massard,kmassardmx@scientificamerican.com,Female,Support,High School Diploma,2001-07-17,False,1,Low,Good,Introduction to Data Science,111887.05,professional development opportunities,Company website,75000,49.18273333333334,No,Found a better opportunity,2011-04-25,Career & Compensation,Voluntary,Meet Expectation
826,827,Berky Tregenna,btregennamy@etsy.com,Male,Business Development,Master's Degree,1981-05-06,False,2,Low,Exceptional,Public Speaking Mastery,73147.7,401k matching,Company website,50000,46.29539999999999,No,Career change,2004-02-14,Career & Compensation,Voluntary,High
827,828,Verne Munkley,vmunkleymz@bloglines.com,Male,Training,Bachelor's Degree,1993-12-26,False,3,Low,Unsatisfactory,Introduction to Data Science,113410.19,performance bonuses,Recruiter,60000,89.01698333333333,No,Family commitments,2018-01-09,Personal - Life Events,Voluntary,Low
828,829,Wittie Crass,wcrassn0@sogou.com,Male,Sales,Associate's Degree,2000-10-09,True,1,Moderate,Excellent,Cybersecurity Basics,135679.22,performance bonuses,Social media,50000,171.35844,Yes,,,,,High
829,830,Nataline Aikett,naikettn1@google.nl,Female,Research and Development,Associate's Degree,2004-02-01,True,3,Low,Average,Effective Communication Skills,87204.76,remote work option,Company website,85000,2.593835294117641,Yes,,,,,Meet Expectation
830,831,Matthus Klawi,mklawin2@merriam-webster.com,Male,Business Development,Bachelor's Degree,1986-08-28,False,1,High,Good,Customer Service Excellence,135482.25,gym membership,Employee referral,60000,125.80375,No,Family commitments,2014-08-25,Personal - Life Events,Voluntary,Meet Expectation
831,832,Jamal Grieswood,jgrieswoodn3@artisteer.com,Male,Support,Bachelor's Degree,1991-04-03,False,4,High,Outstanding,Introduction to Data Science,74052.55,gym membership,Job board,75000,-1.263266666666663,Yes,Retirement,2006-08-10,Natural Attrition,Voluntary,High
832,833,Jasmine Gorden,jgordenn4@icio.us,Female,Engineering,High School Diploma,1993-02-02,True,3,High,Below Expectations,Introduction to Data Science,43965.02,paid time off,Employee referral,50000,-12.06996000000001,Yes,,,,,Low
833,834,Jacquette Selesnick,jselesnickn5@hubpages.com,Female,Support,Master's Degree,1995-09-18,True,4,Low,Below Expectations,Advanced Excel Techniques,117383.69,free snacks,Job board,60000,95.63948333333336,Yes,,,,,Low
834,835,Lionel O'Cannan,locannann6@discovery.com,Male,Product Management,Master's Degree,2022-11-15,True,4,Low,Needs Improvement,Public Speaking Mastery,60531.57,paid time off,Job board,60000,0.8859499999999996,No,,,,,Low
835,836,Edee Slarke,eslarken7@istockphoto.com,Female,Product Management,Professional Degree,1990-06-15,True,1,Moderate,Below Expectations,Customer Service Excellence,115563.51,performance bonuses,Social media,90000,28.40389999999999,No,,,,,Low
836,837,Webster Pleuman,wpleumann8@princeton.edu,Male,Sales,Bachelor's Degree,1997-04-18,False,3,Low,Superior,Cybersecurity Basics,69652.7,free snacks,Social media,60000,16.08783333333333,Yes,Lack of growth opportunities,2016-01-22,Career & Compensation,Voluntary,High
837,838,Alysa Cordobes,acordobesn9@sitemeter.com,Female,Accounting,Master's Degree,2001-07-19,False,4,Low,Excellent,Digital Marketing Strategies,109544.39,gym membership,Company website,85000,28.87575294117647,No,Personal reasons,2003-06-18,Personal - Life Events,Voluntary,High
838,839,Dylan Wardrope,dwardropena@cyberchimps.com,Male,Services,High School Diploma,1999-02-23,False,2,High,Satisfactory,Project Management Fundamentals,112390.66,free snacks,Company website,80000,40.488325,No,Contract ended,2016-12-30,Contract Expiration,Involuntary,Meet Expectation
839,840,Meggi Kleinfeld,mkleinfeldnb@bandcamp.com,Female,Research and Development,Associate's Degree,2002-01-24,False,1,Low,Superior,Digital Marketing Strategies,49113.65,health insurance,Social media,80000,-38.6079375,Yes,Contract ended,2017-12-29,Contract Expiration,Involuntary,High
840,841,Henriette Cherry,hcherrync@diigo.com,Female,Accounting,PhD,1994-02-06,False,3,Moderate,Superior,Customer Service Excellence,77351.68,health insurance,Social media,85000,-8.998023529411773,No,Contract ended,2003-10-28,Contract Expiration,Involuntary,High
841,842,Leshia Leil,lleilnd@yellowpages.com,Female,Support,High School Diploma,2015-11-04,False,1,High,Unsatisfactory,Negotiation Skills Workshop,149319.12,paid time off,Employee referral,75000,99.09216,Yes,Personal reasons,2022-08-18,Personal - Life Events,Voluntary,Low
842,843,Wrennie Benazet,wbenazetne@stanford.edu,Female,Services,Bachelor's Degree,2023-06-29,True,4,Moderate,Excellent,Project Management Fundamentals,88827.18,performance bonuses,Company website,80000,11.03397499999999,Yes,,,,,High
843,844,Pavla Lye,plyenf@jalbum.net,Female,Engineering,Master's Degree,1999-02-28,False,3,Moderate,Outstanding,Advanced Excel Techniques,52383.26,401k matching,Company website,60000,-12.69456666666666,Yes,Found a better opportunity,2024-03-04,Career & Compensation,Voluntary,High
844,845,Sloan Pentlow,spentlowng@reverbnation.com,Male,Marketing,Bachelor's Degree,1991-10-27,True,3,Moderate,Excellent,Customer Service Excellence,92266.48,gym membership,Social media,95000,-2.877389473684215,No,,,,,High
845,846,Catherin Ballefant,cballefantnh@jugem.jp,Female,Marketing,Professional Degree,2015-01-12,True,5,High,Needs Improvement,Customer Service Excellence,42382.08,remote work option,Company website,90000,-52.9088,No,,,,,Low
846,847,Fielding Marland,fmarlandni@hostgator.com,Male,Support,Professional Degree,2019-11-01,True,5,Moderate,Average,Effective Communication Skills,123767.62,flexible work hours,Job board,60000,106.2793666666667,Yes,,,,,Meet Expectation
847,848,Jimmie Brislan,jbrislannj@seattletimes.com,Male,Marketing,Bachelor's Degree,2006-11-17,False,2,Moderate,Unsatisfactory,Introduction to Data Science,62315.5,401k matching,Recruiter,85000,-26.68764705882353,No,Retirement,2010-10-19,Natural Attrition,Voluntary,Low
848,849,Guglielma Beentjes,gbeentjesnk@cbslocal.com,Female,Training,PhD,2015-06-25,True,2,Low,Good,Project Management Fundamentals,103419.15,performance bonuses,Social media,75000,37.8922,Yes,,,,,Meet Expectation
849,850,Josee Osmar,josmarnl@parallels.com,Female,Support,Master's Degree,2016-11-26,True,2,Low,Satisfactory,Project Management Fundamentals,125572.51,401k matching,Company website,90000,39.52501111111111,Yes,,,,,Meet Expectation
850,851,Whitby Citrine,wcitrinenm@storify.com,Male,Legal,High School Diploma,2019-01-11,True,5,Moderate,Below Expectations,Cybersecurity Basics,147617.31,remote work option,Employee referral,65000,127.1035538461538,Yes,,,,,Low
851,852,Gunner Mell,gmellnn@nasa.gov,Male,Sales,Master's Degree,1993-12-24,True,5,Low,Exceptional,Cybersecurity Basics,95160.05,flexible work hours,Job board,70000,35.94292857142857,Yes,,,,,High
852,853,Jasen Walter,jwalterno@mlb.com,Male,Training,Professional Degree,1990-10-29,False,3,High,Below Expectations,Effective Communication Skills,96416.39,paid time off,Job board,75000,28.55518666666666,Yes,Relocation,2016-08-17,Personal - Life Events,Voluntary,Low
853,854,Arnold Swires,aswiresnp@360.cn,Male,Human Resources,Professional Degree,1996-03-12,True,3,High,Average,Digital Marketing Strategies,64008.41,health insurance,Social media,65000,-1.525523076923072,Yes,,,,,Meet Expectation
854,855,Donni Sleath,dsleathnq@woothemes.com,Female,Business Development,PhD,2009-07-19,False,2,Moderate,Below Expectations,Advanced Excel Techniques,144663.72,paid time off,Company website,65000,122.5595692307692,Yes,Personal reasons,2011-06-29,Personal - Life Events,Voluntary,Low
855,856,Gustavo Dorrian,gdorriannr@github.io,Male,Services,PhD,2018-02-01,True,4,Moderate,Needs Improvement,Leadership Development Program,44699.87,paid time off,Job board,65000,-31.23096923076923,Yes,,,,,Low
856,857,Ashley Andren,aandrenns@nydailynews.com,Male,Engineering,PhD,2014-01-29,True,3,Low,Good,Negotiation Skills Workshop,134288.47,performance bonuses,Employee referral,90000,49.20941111111111,Yes,,,,,Meet Expectation
857,858,Tan Mangeon,tmangeonnt@sfgate.com,Male,Research and Development,Professional Degree,2016-01-07,True,4,Low,Exceptional,Advanced Excel Techniques,93604.78,remote work option,Employee referral,65000,44.00735384615385,Yes,,,,,High
858,859,Anatola Alvarez,aalvareznu@wikipedia.org,Female,Marketing,Bachelor's Degree,2010-07-12,False,3,Low,Outstanding,Introduction to Data Science,84010.07,company car,Employee referral,80000,5.012587500000009,Yes,Career change,2014-12-31,Career & Compensation,Voluntary,High
859,860,Scott Channing,schanningnv@ning.com,Male,Human Resources,PhD,2013-10-13,False,2,Low,Below Expectations,Cybersecurity Basics,140678.02,free snacks,Job board,65000,116.4277230769231,No,Lack of growth opportunities,2023-11-24,Career & Compensation,Voluntary,Low
860,861,Ethelyn MacGragh,emacgraghnw@seesaa.net,Female,Human Resources,PhD,1991-06-16,True,1,Moderate,Good,Introduction to Data Science,146421.79,401k matching,Company website,95000,54.12820000000001,No,,,,,Meet Expectation
861,862,Konstanze Levesque,klevesquenx@amazonaws.com,Female,Engineering,Professional Degree,2005-02-11,True,4,Moderate,Below Expectations,Effective Communication Skills,94126.41,professional development opportunities,Job board,95000,-0.919568421052628,No,,,,,Low
862,863,Doug Ties,dtiesny@sun.com,Male,Services,Master's Degree,2013-09-06,True,4,Low,Good,Project Management Fundamentals,127217.96,professional development opportunities,Recruiter,85000,49.66818823529412,No,,,,,Meet Expectation
863,864,Corney Caston,ccastonnz@sina.com.cn,Male,Product Management,Bachelor's Degree,1990-04-04,True,5,Moderate,Unsatisfactory,Leadership Development Program,66183.44,free snacks,Job board,85000,-22.1371294117647,No,,,,,Low
864,865,Thornton Goodale,tgoodaleo0@tinypic.com,Male,Product Management,Professional Degree,2017-12-13,True,3,Moderate,Below Expectations,Customer Service Excellence,110452.42,free snacks,Social media,80000,38.065525,Yes,,,,,Low
865,866,Tommie Cockman,tcockmano1@bing.com,Female,Product Management,PhD,2016-06-18,True,4,High,Good,Customer Service Excellence,79665.85,company car,Company website,90000,-11.48238888888888,Yes,,,,,Meet Expectation
866,867,Georgy Hudel,ghudelo2@samsung.com,Male,Support,High School Diploma,2016-04-24,True,1,High,Outstanding,Public Speaking Mastery,111531.38,company car,Employee referral,75000,48.70850666666667,Yes,,,,,High
867,868,Farand Conroy,fconroyo3@free.fr,Female,Business Development,High School Diploma,2006-02-16,False,5,High,Needs Improvement,Advanced Excel Techniques,136475.24,flexible work hours,Employee referral,70000,94.96462857142856,No,Contract ended,2020-03-24,Contract Expiration,Involuntary,Low
868,869,Merola Mackriell,mmackriello4@163.com,Female,Sales,Professional Degree,2003-08-15,False,4,Low,Superior,Leadership Development Program,94345.96,gym membership,Recruiter,65000,45.14763076923078,No,Lack of growth opportunities,2006-12-03,Career & Compensation,Voluntary,High
869,870,Manuel Clashe,mclasheo5@slate.com,Male,Support,Bachelor's Degree,1993-01-01,False,1,Moderate,Superior,Public Speaking Mastery,52184.53,flexible work hours,Employee referral,50000,4.369059999999998,No,Career change,2007-07-24,Career & Compensation,Voluntary,High
870,871,Lyle Wessing,lwessingo6@over-blog.com,Male,Support,PhD,1990-06-22,True,1,Low,Below Expectations,Leadership Development Program,68073.55,company car,Employee referral,90000,-24.36272222222222,Yes,,,,,Low
871,872,Micky de Amaya,mdeo7@alibaba.com,Male,Legal,Associate's Degree,2008-08-08,True,4,Moderate,Excellent,Public Speaking Mastery,136640.34,free snacks,Job board,75000,82.18712,Yes,,,,,High
872,873,Charis Zanitti,czanittio8@fastcompany.com,Female,Support,Professional Degree,1985-05-21,False,3,Low,Needs Improvement,Customer Service Excellence,100395.54,paid time off,Recruiter,65000,54.45467692307692,Yes,Health reasons,2001-09-16,Personal - Life Events,Voluntary,Low
873,874,Creigh Genicke,cgenickeo9@house.gov,Male,Training,PhD,1989-10-28,False,5,High,Average,Effective Communication Skills,136493.46,health insurance,Social media,75000,81.99127999999999,No,Career change,2005-10-27,Career & Compensation,Voluntary,Meet Expectation
874,875,Mile Minchi,mminchioa@aboutads.info,Male,Training,High School Diploma,2008-07-31,True,4,Low,Exceptional,Digital Marketing Strategies,122412.57,free snacks,Job board,60000,104.02095,No,,,,,High
875,876,Garwin Rushby,grushbyob@princeton.edu,Male,Business Development,Master's Degree,1980-08-09,False,1,Moderate,Unsatisfactory,Project Management Fundamentals,139924.03,professional development opportunities,Recruiter,75000,86.56537333333333,No,Health reasons,2005-01-12,Personal - Life Events,Voluntary,Low
876,877,Alwyn Korpal,akorpaloc@house.gov,Male,Accounting,High School Diploma,2018-08-24,True,4,High,Outstanding,Customer Service Excellence,103583.66,free snacks,Company website,75000,38.11154666666668,Yes,,,,,High
877,878,Bernete Morican,bmoricanod@reverbnation.com,Female,Human Resources,Professional Degree,2001-04-20,False,3,Low,Good,Cybersecurity Basics,121802.35,flexible work hours,Company website,70000,74.00335714285715,Yes,Found a better opportunity,2013-11-02,Career & Compensation,Voluntary,Meet Expectation
878,879,Tracee Lebel,tlebeloe@youtu.be,Female,Training,Professional Degree,1996-08-29,True,4,Low,Outstanding,Public Speaking Mastery,84686.06,remote work option,Employee referral,55000,53.97465454545453,No,,,,,High
879,880,Charity Adkins,cadkinsof@tripadvisor.com,Female,Product Management,Associate's Degree,2017-07-18,True,1,High,Needs Improvement,Project Management Fundamentals,88781.02,professional development opportunities,Social media,90000,-1.354422222222218,No,,,,,Low
880,881,Arlina Escalante,aescalanteog@uiuc.edu,Female,Training,PhD,2019-04-12,True,3,Moderate,Needs Improvement,Customer Service Excellence,123213.08,401k matching,Employee referral,50000,146.42616,No,,,,,Low
881,882,Violette Coverdill,vcoverdilloh@webmd.com,Female,Legal,Master's Degree,1997-08-22,False,1,High,Excellent,Leadership Development Program,105650.11,company car,Company website,55000,92.0911090909091,No,Lack of growth opportunities,2011-12-28,Career & Compensation,Voluntary,High
882,883,Kleon Paulo,kpaulooi@gov.uk,Male,Research and Development,Bachelor's Degree,2010-11-20,True,1,Low,Exceptional,Customer Service Excellence,54769.03,professional development opportunities,Employee referral,90000,-39.14552222222223,Yes,,,,,High
883,884,Lydia Hobgen,lhobgenoj@desdev.cn,Female,Engineering,Master's Degree,2002-10-14,True,2,Low,Average,Cybersecurity Basics,143468.88,free snacks,Recruiter,50000,186.93776,Yes,,,,,Meet Expectation
884,885,Lillian Scuse,lscuseok@mayoclinic.com,Female,Training,Professional Degree,1998-07-06,True,1,Moderate,Superior,Cybersecurity Basics,141321.85,health insurance,Recruiter,55000,156.9488181818182,Yes,,,,,High
885,886,Gaspard Chalder,gchalderol@printfriendly.com,Male,Services,PhD,2007-07-10,True,5,Moderate,Satisfactory,Cybersecurity Basics,89342.84,free snacks,Recruiter,80000,11.67855,No,,,,,Meet Expectation
886,887,Natalee Gerb,ngerbom@livejournal.com,Female,Business Development,Master's Degree,2005-10-15,False,3,Moderate,Superior,Project Management Fundamentals,127293.89,company car,Job board,95000,33.99356842105264,Yes,Career change,2011-10-12,Career & Compensation,Voluntary,High
887,888,Ennis Cowitz,ecowitzon@wired.com,Male,Sales,High School Diploma,1994-07-24,True,5,Low,Outstanding,Introduction to Data Science,138423.08,performance bonuses,Recruiter,80000,73.02884999999998,No,,,,,High
888,889,Mal Hebblethwaite,mhebblethwaiteoo@squarespace.com,Male,Services,PhD,2005-10-09,True,1,Low,Exceptional,Leadership Development Program,64723.01,remote work option,Social media,55000,17.6782,No,,,,,High
889,890,Alejoa Fetteplace,afetteplaceop@cnet.com,Male,Marketing,High School Diploma,1979-11-01,False,4,Low,Good,Public Speaking Mastery,85270.07,company car,Employee referral,95000,-10.24203157894736,Yes,Lack of growth opportunities,2006-01-26,Career & Compensation,Voluntary,Meet Expectation
890,891,Gib Guthrum,gguthrumoq@alexa.com,Male,Sales,Professional Degree,2016-03-19,True,4,High,Below Expectations,Effective Communication Skills,141592.6,paid time off,Company website,65000,117.8347692307692,No,,,,,Low
891,892,Ginny Defau,gdefauor@vinaora.com,Female,Marketing,Master's Degree,1998-07-20,True,3,Moderate,Outstanding,Introduction to Data Science,134744.0,401k matching,Company website,55000,144.9890909090909,No,,,,,High
892,893,Delphine MacRirie,dmacririeos@salon.com,Female,Product Management,Master's Degree,1994-10-03,True,1,Low,Exceptional,Public Speaking Mastery,75055.48,401k matching,Company website,75000,0.0739733333333279,No,,,,,High
893,894,Lida Caitlin,lcaitlinot@sciencedaily.com,Female,Human Resources,Master's Degree,2004-09-21,False,3,High,Unsatisfactory,Project Management Fundamentals,132971.15,professional development opportunities,Job board,55000,141.7657272727273,No,Retirement,2016-03-18,Natural Attrition,Voluntary,Low
894,895,Zachery Scupham,zscuphamou@stumbleupon.com,Male,Legal,Associate's Degree,1999-10-05,True,3,Moderate,Exceptional,Customer Service Excellence,126884.91,health insurance,Employee referral,50000,153.76982,Yes,,,,,High
895,896,Fredelia Dufaire,fdufaireov@pinterest.com,Female,Sales,PhD,1997-12-08,True,4,Moderate,Superior,Cybersecurity Basics,110526.08,company car,Company website,50000,121.05216,No,,,,,High
896,897,Cornie Barts,cbartsow@ovh.net,Male,Training,PhD,2009-08-04,False,2,Moderate,Good,Introduction to Data Science,109905.41,free snacks,Recruiter,70000,57.00772857142857,Yes,Personal reasons,2015-03-13,Personal - Life Events,Voluntary,Meet Expectation
897,898,Jodie Stucke,jstuckeox@opera.com,Female,Business Development,High School Diploma,2002-04-12,True,1,Moderate,Unsatisfactory,Public Speaking Mastery,52846.19,gym membership,Social media,50000,5.692380000000004,No,,,,,Low
